id,rating,coffee_type,drink_name,review_body,date,store_id,store_name,store_pic,store_url
55f8iny1pIYQqXBIADL9758oLVG2,3,22,Bean Affleck,Proin at turpis a pede posuere nonummy.,2021-05-09 00:00:45,VRhEPnjPI64dBC39gDD-Vw,IC Brooklyn Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/CJuupHwAW0FAY66kRPGBlg/o.jpg,https://www.yelp.com/biz/ic-brooklyn-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
55f8iny1pIYQqXBIADL9758oLVG2,5,23,Brew Brees,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2021-09-16 17:58:26,YpGxtJy9ErnjfGG6DXy5uA,Sweatshop Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/cx_7Aqq55YRL4rs-Hj3yeg/o.jpg,https://www.yelp.com/biz/sweatshop-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,2,9,Shawn Blend-es,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2021-01-15 14:08:54,nLQ5QcVlJ5X8SuLu33eVWw,Fortunato Brothers,https://s3-media2.fl.yelpcdn.com/bphoto/rlN9VMCOPflAdU6djLHtCg/o.jpg,https://www.yelp.com/biz/fortunato-brothers-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,3,10,Lady Java,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2021-07-10 19:20:41,A8jRnZGiMJiMpfHt8qKV3w,Fiction Bar/Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/GdhN-_6OZFkK2cjiN449rw/o.jpg,https://www.yelp.com/biz/fiction-bar-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,4,1,Brew Brees,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2021-06-24 12:32:39,UpPXAjKc-CyuCg72chwd3A,Lella Alimentari,https://s3-media2.fl.yelpcdn.com/bphoto/q2epR6g0xR0tMj89o6BR8w/o.jpg,https://www.yelp.com/biz/lella-alimentari-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,5,15,Shawn Blend-es,Fusce consequat.,2021-02-16 04:58:36,TcllxDfvOcv13ztyYalx6g,Jessi's Coffee Shop,https://s3-media4.fl.yelpcdn.com/bphoto/FhxFuk6SgBNW43F0Q1qX5g/o.jpg,https://www.yelp.com/biz/jessis-coffee-shop-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
U2P94dDKTXWlUWGsmDJmeriLO3O2,3,19,David Coffeefield,Etiam justo. Etiam pretium iaculis justo.,2021-02-21 06:26:35,TcllxDfvOcv13ztyYalx6g,Jessi's Coffee Shop,https://s3-media4.fl.yelpcdn.com/bphoto/FhxFuk6SgBNW43F0Q1qX5g/o.jpg,https://www.yelp.com/biz/jessis-coffee-shop-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
U2P94dDKTXWlUWGsmDJmeriLO3O2,4,15,Ariana Grande,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2021-02-14 14:24:10,UpPXAjKc-CyuCg72chwd3A,Lella Alimentari,https://s3-media2.fl.yelpcdn.com/bphoto/q2epR6g0xR0tMj89o6BR8w/o.jpg,https://www.yelp.com/biz/lella-alimentari-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,3,4,AC/Decaf,Proin at turpis a pede posuere nonummy. Integer non velit.,2021-04-30 13:56:22,VF3Ep2NQN8FqSCV8ySulSA,19 Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/mesyWl6-K3LzifhKEwcRdQ/o.jpg,https://www.yelp.com/biz/19-cafe-brooklyn-2?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,2,21,Shawn Blend-es,Praesent blandit lacinia erat.,2021-09-28 08:26:12,1RRD6Ub4QEW9ZeyaBMx5jQ,Mountain Province,https://s3-media1.fl.yelpcdn.com/bphoto/DzRd6_P0_a1zc-4lTCjstA/o.jpg,https://www.yelp.com/biz/mountain-province-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
2a5DvFabTXVJdjIVanwxyBayfqW2,2,20,Bean Affleck,Nulla mollis molestie lorem. Quisque ut erat.,2021-06-30 20:20:44,hK14kghcSPkljAqzEHNemA,Sugarburg,https://s3-media2.fl.yelpcdn.com/bphoto/c971aXTMDOz38jN_IuLZOQ/o.jpg,https://www.yelp.com/biz/sugarburg-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
U2P94dDKTXWlUWGsmDJmeriLO3O2,3,23,Lady Java,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2020-12-26 20:29:08,A8jRnZGiMJiMpfHt8qKV3w,Fiction Bar/Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/GdhN-_6OZFkK2cjiN449rw/o.jpg,https://www.yelp.com/biz/fiction-bar-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
55f8iny1pIYQqXBIADL9758oLVG2,2,12,Paul Brewman,Sed accumsan felis.,2020-10-17 09:26:45,A8jRnZGiMJiMpfHt8qKV3w,Fiction Bar/Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/GdhN-_6OZFkK2cjiN449rw/o.jpg,https://www.yelp.com/biz/fiction-bar-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
FZa0VacVaSRy6SPJhOMMlSGywq02,5,8,Michael Muglas,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2021-05-19 21:00:06,l4fwf8VwAokv3MWT45Ab7g,Bunna Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/jGKIcCZ2lx23kKX2YRug7g/o.jpg,https://www.yelp.com/biz/bunna-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,3,7,AC/Decaf,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-02-28 08:00:33,bmSYtYRPf6ycx-4xWhbHFg,Sey Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/DDjWDIDS8g53MlUhit9Q5Q/o.jpg,https://www.yelp.com/biz/sey-coffee-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
mqsrv4xorEe2r1hk6RkDSxdeF2d2,3,7,For Whom the Bean Tolls,Etiam pretium iaculis justo.,2020-11-06 20:25:22,yOc5CZ5VxHGqj96RUuZCMA,Dun-Well Doughnuts,https://s3-media3.fl.yelpcdn.com/bphoto/vepoKVhbv5oMxz9MAo6oDA/o.jpg,https://www.yelp.com/biz/dun-well-doughnuts-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,4,18,AC/Decaf,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2020-11-10 19:28:01,YpGxtJy9ErnjfGG6DXy5uA,Sweatshop Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/cx_7Aqq55YRL4rs-Hj3yeg/o.jpg,https://www.yelp.com/biz/sweatshop-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
55f8iny1pIYQqXBIADL9758oLVG2,1,8,David Coffeefield,Quisque ut erat. Curabitur gravida nisi at nibh.,2021-03-18 23:21:32,yOc5CZ5VxHGqj96RUuZCMA,Dun-Well Doughnuts,https://s3-media3.fl.yelpcdn.com/bphoto/vepoKVhbv5oMxz9MAo6oDA/o.jpg,https://www.yelp.com/biz/dun-well-doughnuts-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,1,21,Lady Java,Pellentesque viverra pede ac diam.,2021-01-21 11:43:42,-zzMDQkhZzrnBUdrfpG3Ng,Ange Noir Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/MJXFQiupyHgYXi56VD7k7Q/o.jpg,https://www.yelp.com/biz/ange-noir-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,1,8,David Coffeefield,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2021-02-22 17:30:48,A8jRnZGiMJiMpfHt8qKV3w,Fiction Bar/Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/GdhN-_6OZFkK2cjiN449rw/o.jpg,https://www.yelp.com/biz/fiction-bar-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,2,7,Lady Java,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2020-12-17 04:56:47,HHN8P3LYoFkiSyF9jgyVrQ,Fat Doughnut,https://s3-media1.fl.yelpcdn.com/bphoto/vKX7OwhAC6tNRohPZNfSLA/o.jpg,https://www.yelp.com/biz/fat-doughnut-brooklyn-2?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
55f8iny1pIYQqXBIADL9758oLVG2,1,15,Brew Brees,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,2021-07-16 02:54:05,VRhEPnjPI64dBC39gDD-Vw,IC Brooklyn Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/CJuupHwAW0FAY66kRPGBlg/o.jpg,https://www.yelp.com/biz/ic-brooklyn-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
55f8iny1pIYQqXBIADL9758oLVG2,1,14,For Whom the Bean Tolls,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-02-16 04:25:29,yOc5CZ5VxHGqj96RUuZCMA,Dun-Well Doughnuts,https://s3-media3.fl.yelpcdn.com/bphoto/vepoKVhbv5oMxz9MAo6oDA/o.jpg,https://www.yelp.com/biz/dun-well-doughnuts-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,1,10,Bean-yonce,Proin risus.,2021-10-11 00:11:29,TcllxDfvOcv13ztyYalx6g,Jessi's Coffee Shop,https://s3-media4.fl.yelpcdn.com/bphoto/FhxFuk6SgBNW43F0Q1qX5g/o.jpg,https://www.yelp.com/biz/jessis-coffee-shop-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,1,7,For Whom the Bean Tolls,Nulla ut erat id mauris vulputate elementum.,2021-06-25 14:39:30,UpPXAjKc-CyuCg72chwd3A,Lella Alimentari,https://s3-media2.fl.yelpcdn.com/bphoto/q2epR6g0xR0tMj89o6BR8w/o.jpg,https://www.yelp.com/biz/lella-alimentari-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
FZa0VacVaSRy6SPJhOMMlSGywq02,1,5,David Coffeefield,Morbi a ipsum. Integer a nibh.,2021-03-14 15:22:28,DO91C6baD0RSO-AN6cKCCA,The West,https://s3-media1.fl.yelpcdn.com/bphoto/ekfxfWt97iQwBx9N7ZhaFA/o.jpg,https://www.yelp.com/biz/the-west-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
2a5DvFabTXVJdjIVanwxyBayfqW2,1,12,Brew Brees,Aenean fermentum.,2021-08-14 08:36:55,UpPXAjKc-CyuCg72chwd3A,Lella Alimentari,https://s3-media2.fl.yelpcdn.com/bphoto/q2epR6g0xR0tMj89o6BR8w/o.jpg,https://www.yelp.com/biz/lella-alimentari-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
U2P94dDKTXWlUWGsmDJmeriLO3O2,3,22,Ariana Grande,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2020-11-30 01:50:05,YpGxtJy9ErnjfGG6DXy5uA,Sweatshop Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/cx_7Aqq55YRL4rs-Hj3yeg/o.jpg,https://www.yelp.com/biz/sweatshop-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,2,6,Bean-yonce,Vivamus vel nulla eget eros elementum pellentesque.,2021-01-29 22:25:12,s1pJHjoce-IbHQiCe4mA3w,Martha's Country Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/So6BeZ1ZbMgbh7Wi5QvXLw/o.jpg,https://www.yelp.com/biz/marthas-country-bakery-brooklyn-2?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
55f8iny1pIYQqXBIADL9758oLVG2,3,4,Lady Java,Pellentesque at nulla. Suspendisse potenti.,2021-06-23 12:12:23,QaDOWy4-11982JWIxpImNQ,Little Choc Apothecary,https://s3-media2.fl.yelpcdn.com/bphoto/BUKMzplkH-8Ubnk69V59DA/o.jpg,https://www.yelp.com/biz/little-choc-apothecary-brooklyn-2?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
PeVcbth1WfbhUO6FoFxS4UflEuC2,1,6,Brew Carey,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-05-10 08:00:10,1RRD6Ub4QEW9ZeyaBMx5jQ,Mountain Province,https://s3-media1.fl.yelpcdn.com/bphoto/DzRd6_P0_a1zc-4lTCjstA/o.jpg,https://www.yelp.com/biz/mountain-province-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
FZa0VacVaSRy6SPJhOMMlSGywq02,4,15,Paul Brewman,Aliquam sit amet diam in magna bibendum imperdiet.,2020-10-12 17:37:04,1RRD6Ub4QEW9ZeyaBMx5jQ,Mountain Province,https://s3-media1.fl.yelpcdn.com/bphoto/DzRd6_P0_a1zc-4lTCjstA/o.jpg,https://www.yelp.com/biz/mountain-province-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
U2P94dDKTXWlUWGsmDJmeriLO3O2,2,10,For Whom the Bean Tolls,In sagittis dui vel nisl.,2021-06-12 02:36:37,l4fwf8VwAokv3MWT45Ab7g,Bunna Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/jGKIcCZ2lx23kKX2YRug7g/o.jpg,https://www.yelp.com/biz/bunna-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
FZa0VacVaSRy6SPJhOMMlSGywq02,2,18,Brew Carey,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2020-11-28 16:12:32,s1pJHjoce-IbHQiCe4mA3w,Martha's Country Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/So6BeZ1ZbMgbh7Wi5QvXLw/o.jpg,https://www.yelp.com/biz/marthas-country-bakery-brooklyn-2?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
mqsrv4xorEe2r1hk6RkDSxdeF2d2,1,2,Bean Affleck,Donec semper sapien a libero. Nam dui.,2021-03-31 00:08:08,1RRD6Ub4QEW9ZeyaBMx5jQ,Mountain Province,https://s3-media1.fl.yelpcdn.com/bphoto/DzRd6_P0_a1zc-4lTCjstA/o.jpg,https://www.yelp.com/biz/mountain-province-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
2a5DvFabTXVJdjIVanwxyBayfqW2,2,5,Bean-yonce,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2021-07-23 11:30:06,UpPXAjKc-CyuCg72chwd3A,Lella Alimentari,https://s3-media2.fl.yelpcdn.com/bphoto/q2epR6g0xR0tMj89o6BR8w/o.jpg,https://www.yelp.com/biz/lella-alimentari-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
FZa0VacVaSRy6SPJhOMMlSGywq02,3,21,Paul Brewman,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-01-08 05:05:03,hK14kghcSPkljAqzEHNemA,Sugarburg,https://s3-media2.fl.yelpcdn.com/bphoto/c971aXTMDOz38jN_IuLZOQ/o.jpg,https://www.yelp.com/biz/sugarburg-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
cTgxnU05uzcCEQWrFUYishabOpr2,3,1,Ariana Grande,Donec vitae nisi.,2021-07-11 15:46:44,VRhEPnjPI64dBC39gDD-Vw,IC Brooklyn Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/CJuupHwAW0FAY66kRPGBlg/o.jpg,https://www.yelp.com/biz/ic-brooklyn-cafe-brooklyn?adjust_creative=fDyZvwwaQJ4MBHhwkHYmZw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fDyZvwwaQJ4MBHhwkHYmZw
